node1	node2	dirnode1	dirnode2	dir	logFCnode1	logFCnode2	fdrnode1	fdrnode2	pairs
hsa-miR-28-5p	TPRG1	up	down	o	2.53178070009539	-1.78292355605285	1.52884960779041e-09	0.0408807925803033	hsa-miR-28-5p|TPRG1
hsa-miR-374a-5p	TPRG1	up	down	o	1.89447560990763	-1.78292355605285	1.05828222269153e-05	0.0408807925803033	hsa-miR-374a-5p|TPRG1
hsa-miR-19b-3p	TPRG1	up	down	o	2.56306903886971	-1.78292355605285	2.7041434800811e-07	0.0408807925803033	hsa-miR-19b-3p|TPRG1
hsa-miR-30d-5p	TPRG1	up	down	o	3.16836275557492	-1.78292355605285	1.03762417277069e-07	0.0408807925803033	hsa-miR-30d-5p|TPRG1
hsa-miR-186-5p	TPRG1	up	down	o	3.11009582413249	-1.78292355605285	0.000347454251052641	0.0408807925803033	hsa-miR-186-5p|TPRG1
hsa-miR-30b-5p	TPRG1	up	down	o	3.20598900692799	-1.78292355605285	8.91152716647548e-11	0.0408807925803033	hsa-miR-30b-5p|TPRG1
LCK	TRAT1	up	up	u	1.23513728857034	1.48579203418227	0.00643223611569782	0.00129838149481193	LCK|TRAT1
IGHG1	TTN	up	up	u	2.64087038305269	1.01840251106075	0.0021897389139426	0.0230123508766018	IGHG1|TTN
ESR1	TTN	down	up	o	-1.61349073006713	1.01840251106075	0.00179990088267055	0.0230123508766018	ESR1|TTN
hsa-miR-532-3p	WNT3	up	down	o	2.48161339718995	-1.48672882221736	2.51366757410018e-07	0.00158192310268218	hsa-miR-532-3p|WNT3
hsa-miR-374a-5p	WNT3	up	down	o	1.89447560990763	-1.48672882221736	1.05828222269153e-05	0.00158192310268218	hsa-miR-374a-5p|WNT3
hsa-miR-340-5p	WNT3	up	down	o	3.16852799292164	-1.48672882221736	2.90774795958271e-11	0.00158192310268218	hsa-miR-340-5p|WNT3
hsa-miR-410-3p	WNT3	up	down	o	1.26190059312711	-1.48672882221736	0.0235738414183567	0.00158192310268218	hsa-miR-410-3p|WNT3
hsa-miR-19b-3p	WNT3	up	down	o	2.56306903886971	-1.48672882221736	2.7041434800811e-07	0.00158192310268218	hsa-miR-19b-3p|WNT3
hsa-miR-135a-5p	WNT3	up	down	o	1.7064731711533	-1.48672882221736	0.0175282107165601	0.00158192310268218	hsa-miR-135a-5p|WNT3
hsa-miR-19a-3p	WNT3	up	down	o	2.63769949808488	-1.48672882221736	2.85468252060469e-08	0.00158192310268218	hsa-miR-19a-3p|WNT3
CD3G	ZAP70	up	up	u	1.40689904296256	1.21123216909793	0.00468632321009627	0.00412253959627465	CD3G|ZAP70
CD5	ZAP70	up	up	u	1.432054327607	1.21123216909793	0.00183737361688782	0.00412253959627465	CD5|ZAP70
LCK	ZAP70	up	up	u	1.23513728857034	1.21123216909793	0.00643223611569782	0.00412253959627465	LCK|ZAP70
CD79B	ZAP70	up	up	u	1.00804838586753	1.21123216909793	0.0297983171385624	0.00412253959627465	CD79B|ZAP70
CD3D	ZAP70	up	up	u	1.63685039987555	1.21123216909793	0.00111450258202015	0.00412253959627465	CD3D|ZAP70
