Gene.Symbol	Freq	Rank.Muts
PHF1	10	8043
PIDD1	10	8043
PIGZ	10	8043
PIH1D2	10	8043
PKIB	10	8043
PLA2G7	10	8043
PLEKHA4	10	8043
PLEKHM1	10	8043
PLEKHO2	10	8043
PLPPR5	10	8043
PLRG1	10	8043
PMPCA	10	8043
PNPLA1	10	8043
POFUT2	10	8043
POLDIP2	10	8043
POU2F3	10	8043
PPCDC	10	8043
PPP1R16B	10	8043
PPP1R1B	10	8043
PPP2R5E	10	8043
PRAG1	10	8043
PRDM13	10	8043
PREP	10	8043
PRICKLE4	10	8043
PRKAG3	10	8043
PRKCD	10	8043
PRKCI	10	8043
PROSER2	10	8043
PSD2	10	8043
PSMA5	10	8043
PSMA8	10	8043
PSMC5	10	8043
PSMD10	10	8043
PYGM	10	8043
QRFPR	10	8043
QSOX1	10	8043
RAB11FIP2	10	8043
RAB29	10	8043
RAB39B	10	8043
RAD52	10	8043
RAN	10	8043
RASSF1	10	8043
RASSF8	10	8043
RBM28	10	8043
RBM41	10	8043
RBP5	10	8043
RCAN3	10	8043
RCBTB1	10	8043
RCHY1	10	8043
REM2	10	8043
RGL2	10	8043
RGL3	10	8043
RGMB	10	8043
RHPN2	10	8043
RNF103	10	8043
RNF128	10	8043
RNF167	10	8043
RNF169	10	8043
RNF8	10	8043
RPL3	10	8043
RPL36A	10	8043
RPL4	10	8043
RPS18	10	8043
RPS3A	10	8043
RPS6KB2	10	8043
RRAGB	10	8043
RSBN1L	10	8043
RSPO3	10	8043
S1PR3	10	8043
SAFB2	10	8043
SBDS	10	8043
SCAF1	10	8043
SCAMP3	10	8043
SCARB1	10	8043
SCIN	10	8043
SCPEP1	10	8043
SDC2	10	8043
SEC11A	10	8043
SEC16B	10	8043
SEC31B	10	8043
SELENOI	10	8043
SELENOT	10	8043
SEMA4B	10	8043
SEPT12	10	8043
SERINC5	10	8043
SERPINI1	10	8043
SHANK3	10	8043
SHKBP1	10	8043
SIK2	10	8043
SIPA1L3	10	8043
SKI	10	8043
SLC17A8	10	8043
SLC18A2	10	8043
SLC18A3	10	8043
SLC22A4	10	8043
SLC27A1	10	8043
SLC2A3	10	8043
SLC30A7	10	8043
SLC35A4	10	8043
SLC35B3	10	8043
SLC35F5	10	8043
SLC36A4	10	8043
SLC37A1	10	8043
SLC46A1	10	8043
SLC50A1	10	8043
SLC5A3	10	8043
SLC7A2	10	8043
SLC8A2	10	8043
SLC9A5	10	8043
SLC9C1	10	8043
SLCO1B3	10	8043
SLF1	10	8043
SLITRK5	10	8043
SMC5	10	8043
SMG9	10	8043
SNRNP27	10	8043
SNX15	10	8043
SNX17	10	8043
SNX18	10	8043
SNX21	10	8043
SNX5	10	8043
SNX6	10	8043
SP2	10	8043
SPINT1	10	8043
SPRY2	10	8043
SPSB1	10	8043
SPTLC1	10	8043
SQOR	10	8043
SRI	10	8043
SSB	10	8043
SSRP1	10	8043
SSTR3	10	8043
ST3GAL4	10	8043
STON1	10	8043
STX4	10	8043
SYNC	10	8043
SYNDIG1	10	8043
SYNPO	10	8043
SYT9	10	8043
TAB1	10	8043
TACR2	10	8043
TAGLN3	10	8043
TARSL2	10	8043
TAZ	10	8043
TBX20	10	8043
TCF21	10	8043
TCTE1	10	8043
TECR	10	8043
TECRL	10	8043
TFDP1	10	8043
THAP7	10	8043
THBS1	10	8043
TLR1	10	8043
TLR8	10	8043
TM9SF2	10	8043
TM9SF3	10	8043
TMCO4	10	8043
TMED7-TICAM2	10	8043
TMEM106B	10	8043
TMEM198	10	8043
TMEM51	10	8043
TMEM8A	10	8043
TMOD1	10	8043
TMPRSS3	10	8043
TNKS1BP1	10	8043
TNNC2	10	8043
TOLLIP	10	8043
TRIM25	10	8043
TRIM7	10	8043
TRMT9B	10	8043
TSPAN18	10	8043
TSPAN2	10	8043
TSPAN5	10	8043
TSTA3	10	8043
TTC23L	10	8043
TTC34	10	8043
TUBA3D	10	8043
TUBAL3	10	8043
TUBGCP6	10	8043
TWIST1	10	8043
TXLNA	10	8043
TXLNG	10	8043
TXNDC8	10	8043
UBE2D1	10	8043
UBE2H	10	8043
UBE2J2	10	8043
UCP2	10	8043
UGT1A4	10	8043
UGT1A5	10	8043
UPP2	10	8043
URB1	10	8043
UROS	10	8043
VAMP1	10	8043
VAMP8	10	8043
VEGFC	10	8043
VEGFD	10	8043
WDR3	10	8043
WIPI1	10	8043
XRCC3	10	8043
XRN2	10	8043
YIPF3	10	8043
YIPF7	10	8043
YJEFN3	10	8043
YPEL1	10	8043
ZBTB3	10	8043
ZC3H18	10	8043
ZDHHC15	10	8043
ZFP62	10	8043
ZFYVE19	10	8043
ZIC1	10	8043
ZMPSTE24	10	8043
ZNF112	10	8043
ZNF250	10	8043
ZNF280B	10	8043
ZNF570	10	8043
ZNF646	10	8043
ZNF654	10	8043
ZNF655	10	8043
ZNF704	10	8043
AAR2	9	7497
AASDHPPT	9	7497
AC007040.2	9	7497
AC008878.3	9	7497
AC011455.2	9	7497
AC019117.3	9	7497
AC034102.2	9	7497
AC090517.4	9	7497
AC092718.8	9	7497
ACD	9	7497
ACP1	9	7497
ACTL6A	9	7497
ACTL6B	9	7497
ACVRL1	9	7497
ADAM10	9	7497
ADAM17	9	7497
ADGRD2	9	7497
ADGRG7	9	7497
AGPAT2	9	7497
AGTR2	9	7497
AIMP1	9	7497
AKAP8	9	7497
AL662899.1	9	7497
ALG3	9	7497
AMELX	9	7497
AMMECR1	9	7497
ANGPTL6	9	7497
AP002748.4	9	7497
APBB1IP	9	7497
APCDD1	9	7497
APOOL	9	7497
ARHGDIB	9	7497
ARHGEF38	9	7497
ARHGEF40	9	7497
ARL2	9	7497
ARL6IP4	9	7497
ARMC12	9	7497
ARR3	9	7497
ARSE	9	7497
ARX	9	7497
ASB18	9	7497
ASB3	9	7497
ATG10	9	7497
ATP6V1A	9	7497
B2M	9	7497
B3GALT1	9	7497
B3GNT4	9	7497
BFSP1	9	7497
BIN2	9	7497
BMP5	9	7497
BPGM	9	7497
BTBD17	9	7497
BUB1B-PAK6	9	7497
BUD31	9	7497
C12orf65	9	7497
C19orf25	9	7497
C19orf54	9	7497
C1QTNF3	9	7497
C1QTNF9B	9	7497
C2CD2L	9	7497
C2orf81	9	7497
C6orf106	9	7497
C6orf136	9	7497
C7orf43	9	7497
CA12	9	7497
CALM1	9	7497
CARHSP1	9	7497
CARMIL2	9	7497
CASQ2	9	7497
CATSPERE	9	7497
CAVIN1	9	7497
CBLN1	9	7497
CBX3	9	7497
CCDC170	9	7497
CCDC180	9	7497
CCDC186	9	7497
CCDC3	9	7497
CCDC32	9	7497
CCNH	9	7497
CCNL1	9	7497
CCR2	9	7497
CD34	9	7497
CD47	9	7497
CD9	9	7497
CDKN3	9	7497
CENPS-CORT	9	7497
CEP126	9	7497
CEP164	9	7497
CEP68	9	7497
CFAP65	9	7497
CFAP74	9	7497
CFP	9	7497
CHGB	9	7497
CHMP2B	9	7497
CHRNA2	9	7497
CHRNB1	9	7497
CHSY1	9	7497
CIAO3	9	7497
CIDEB	9	7497
CLCF1	9	7497
CLDN19	9	7497
CLDN4	9	7497
CMAS	9	7497
CMTR1	9	7497
COL4A3	9	7497
COMMD10	9	7497
COMMD9	9	7497
COQ10B	9	7497
CPLX4	9	7497
CPPED1	9	7497
CPXM1	9	7497
CRACR2A	9	7497
CRTC3	9	7497
CSRNP2	9	7497
CTU2	9	7497
CTXN3	9	7497
CXorf56	9	7497
CYB561D1	9	7497
CYP11B1	9	7497
CYP20A1	9	7497
CYP2A13	9	7497
DACT3	9	7497
DBI	9	7497
DBR1	9	7497
DBT	9	7497
DCDC2	9	7497
DCUN1D4	9	7497
DDIAS	9	7497
DDX39A	9	7497
DHRS13	9	7497
DHX16	9	7497
DIABLO	9	7497
DIPK2B	9	7497
DLST	9	7497
DPF2	9	7497
DPYSL2	9	7497
DRG2	9	7497
DUSP10	9	7497
DUSP9	9	7497
ECT2L	9	7497
EDARADD	9	7497
EEF1B2	9	7497
EIF2B1	9	7497
ELF3	9	7497
EMB	9	7497
EMC9	9	7497
ENTR1	9	7497
ERAP2	9	7497
ERO1B	9	7497
ESRRA	9	7497
ESS2	9	7497
ETFB	9	7497
ETFRF1	9	7497
EVX2	9	7497
EZR	9	7497
F10	9	7497
FAAH	9	7497
FAM124A	9	7497
FAM168A	9	7497
FAM173B	9	7497
FAM199X	9	7497
FAM228B	9	7497
FAM234A	9	7497
FAM53B	9	7497
FAM98B	9	7497
FEZ2	9	7497
FIG4	9	7497
FKBP1B	9	7497
FNDC7	9	7497
FOXRED2	9	7497
FZD7	9	7497
G6PC	9	7497
GALNT1	9	7497
GANC	9	7497
GATB	9	7497
GCFC2	9	7497
GFPT2	9	7497
GGT7	9	7497
GIPR	9	7497
GNA12	9	7497
GNAI3	9	7497
GPAT4	9	7497
GPN3	9	7497
GPR108	9	7497
GPR176	9	7497
GREM1	9	7497
GTF2F2	9	7497
HACD3	9	7497
HADHA	9	7497
HAO2	9	7497
HDDC2	9	7497
HDHD5	9	7497
HELT	9	7497
HEPHL1	9	7497
HFM1	9	7497
HID1	9	7497
HIST1H2BB	9	7497
HIST1H4D	9	7497
HJURP	9	7497
HNRNPA3	9	7497
HOXA1	9	7497
HOXA2	9	7497
HP1BP3	9	7497
HRH2	9	7497
HS3ST3A1	9	7497
HSPA5	9	7497
HTR1A	9	7497
HTR1D	9	7497
HYKK	9	7497
IAH1	9	7497
IDH3A	9	7497
IER3IP1	9	7497
IL18BP	9	7497
INO80D	9	7497
INSIG1	9	7497
ISY1	9	7497
ISYNA1	9	7497
ITIH1	9	7497
ITIH4	9	7497
ITIH6	9	7497
ITPRIP	9	7497
ITPRIPL1	9	7497
JAML	9	7497
KANSL2	9	7497
KCNA5	9	7497
KCNC4	9	7497
KCNG1	9	7497
KCNK3	9	7497
KCTD17	9	7497
KDELC1	9	7497
KIAA0895L	9	7497
KIF18A	9	7497
KIF5B	9	7497
KLF10	9	7497
KLF15	9	7497
KLHL41	9	7497
KLHL6	9	7497
KPNA1	9	7497
KPNA6	9	7497
KRBOX4	9	7497
KREMEN1	9	7497
LCA5	9	7497
LHX3	9	7497
LMOD3	9	7497
LOX	9	7497
LPAR6	9	7497
LRCH4	9	7497
LRRC34	9	7497
LRRC3B	9	7497
LRTM2	9	7497
LSM5	9	7497
LTA4H	9	7497
LTF	9	7497
LTV1	9	7497
LYPD1	9	7497
LYPLA1	9	7497
MAN2A1	9	7497
MAPK6	9	7497
MAT2B	9	7497
MC5R	9	7497
MCPH1	9	7497
MDH1B	9	7497
MED17	9	7497
MED26	9	7497
MEX3C	9	7497
MFSD14A	9	7497
MFSD2A	9	7497
MIEF2	9	7497
MKS1	9	7497
MN1	9	7497
MOB3C	9	7497
MPO	9	7497
MRPL11	9	7497
MSH3	9	7497
MTERF1	9	7497
MTHFD2	9	7497
MZF1	9	7497
NABP2	9	7497
NAPRT	9	7497
NCBP2L	9	7497
NECAB1	9	7497
NEIL1	9	7497
NEK8	9	7497
NFKBID	9	7497
NFXL1	9	7497
NLK	9	7497
NMNAT2	9	7497
NOX3	9	7497
NPEPL1	9	7497
NR1D2	9	7497
NRN1	9	7497
NSL1	9	7497
NT5DC1	9	7497
NT5DC2	9	7497
NTN1	9	7497
NTNG2	9	7497
NXPE1	9	7497
OLFM1	9	7497
OLFML1	9	7497
OLIG3	9	7497
OPA3	9	7497
OR5AN1	9	7497
OSBPL11	9	7497
PALD1	9	7497
PARP14	9	7497
PCDHAC2	9	7497
PCDHB7	9	7497
PCYT1A	9	7497
PDIA5	9	7497
PDK1	9	7497
PENK	9	7497
PFAS	9	7497
PGA5	9	7497
PGGHG	9	7497
PGM2L1	9	7497
PIH1D3	9	7497
PKD1L2	9	7497
PLAGL2	9	7497
PLEKHG7	9	7497
PLOD3	9	7497
PLPPR1	9	7497
POLM	9	7497
POLR2D	9	7497
POR	9	7497
PPA1	9	7497
PPP1CA	9	7497
PPP2R1B	9	7497
PPP4C	9	7497
PPP4R4	9	7497
PQLC2	9	7497
PRC1	9	7497
PRDX5	9	7497
PRKACA	9	7497
PRKCG	9	7497
PRKRIP1	9	7497
PRMT1	9	7497
PRPF39	9	7497
PRRT4	9	7497
PRSS1	9	7497
PRSS35	9	7497
PSMC2	9	7497
PTGFRN	9	7497
PTP4A1	9	7497
PZP	9	7497
RAB21	9	7497
RAB3D	9	7497
RABAC1	9	7497
RANBP1	9	7497
RAP1A	9	7497
RARS	9	7497
RASA4B	9	7497
RASIP1	9	7497
RBL2	9	7497
RBM5	9	7497
RCC1L	9	7497
RCN2	9	7497
REEP1	9	7497
RELB	9	7497
RGPD4	9	7497
RIBC1	9	7497
RMC1	9	7497
RNF185	9	7497
ROPN1	9	7497
RPA2	9	7497
RPL23A	9	7497
RPS29	9	7497
RSAD1	9	7497
RSPH14	9	7497
RUSC2	9	7497
RXRA	9	7497
S1PR5	9	7497
SAA1	9	7497
SARM1	9	7497
SAT1	9	7497
SCRN2	9	7497
SDC1	9	7497
SEC14L2	9	7497
SEC63	9	7497
SECISBP2	9	7497
SEL1L	9	7497
SENP5	9	7497
SERPINE1	9	7497
SERPINH1	9	7497
SF3B3	9	7497
SFPQ	9	7497
SH2D2A	9	7497
SH3BP5	9	7497
SH3GL2	9	7497
SH3RF1	9	7497
SIAE	9	7497
SIL1	9	7497
SIMC1	9	7497
SIRPB1	9	7497
SLC17A2	9	7497
SLC17A4	9	7497
SLC1A5	9	7497
SLC22A17	9	7497
SLC25A26	9	7497
SLC26A8	9	7497
SLC27A6	9	7497
SLC2A12	9	7497
SLC35F2	9	7497
SLC40A1	9	7497
SLC6A11	9	7497
SLC6A17	9	7497
SLC6A3	9	7497
SLC7A1	9	7497
SLC7A11	9	7497
SLC7A6	9	7497
SLC9A2	9	7497
SLC9A3	9	7497
SMAD7	9	7497
SMARCD3	9	7497
SNX2	9	7497
SNX3	9	7497
SNX9	9	7497
SOAT1	9	7497
SP7	9	7497
SPARC	9	7497
SPATA5L1	9	7497
SPIN2B	9	7497
SPON1	9	7497
SPRED1	9	7497
SPRYD4	9	7497
SPTLC2	9	7497
ST8SIA4	9	7497
STAM2	9	7497
STK35	9	7497
STK39	9	7497
SULT1A2	9	7497
SUV39H2	9	7497
SYT12	9	7497
SYT5	9	7497
TACC3	9	7497
TAF1B	9	7497
TAF5	9	7497
TASP1	9	7497
TBC1D7	9	7497
TBPL1	9	7497
TBX1	9	7497
TENT5A	9	7497
TFAP2D	9	7497
THAP6	9	7497
TIMM17B	9	7497
TIMM44	9	7497
TIMP3	9	7497
TIRAP	9	7497
TLR3	9	7497
TLR5	9	7497
TM4SF19	9	7497
TMEM120A	9	7497
TMEM120B	9	7497
TMEM184C	9	7497
TMEM259	9	7497
TMEM266	9	7497
TMEM59L	9	7497
TMEM9B	9	7497
TMOD2	9	7497
TMOD4	9	7497
TMPRSS15	9	7497
TMTC3	9	7497
TNFAIP8L1	9	7497
TNFRSF1A	9	7497
TNFRSF21	9	7497
TNK2	9	7497
TOMM20	9	7497
TOMM40L	9	7497
TPM4	9	7497
TROAP	9	7497
TSNAXIP1	9	7497
TSPAN11	9	7497
TSPAN14	9	7497
TTC37	9	7497
TULP1	9	7497
TXN2	9	7497
UBASH3A	9	7497
UBE2L3	9	7497
UBE2W	9	7497
UGT1A3	9	7497
UGT2B7	9	7497
UNC50	9	7497
UPK1B	9	7497
USF1	9	7497
USP35	9	7497
VDAC1	9	7497
VILL	9	7497
VMP1	9	7497
VTCN1	9	7497
WASL	9	7497
WDR38	9	7497
WDR61	9	7497
WNT7A	9	7497
XPNPEP1	9	7497
ZBED9	9	7497
ZBTB49	9	7497
ZFP36L2	9	7497
ZFP42	9	7497
ZMYM1	9	7497
ZNF181	9	7497
ZNF205	9	7497
ZNF226	9	7497
ZNF24	9	7497
ZNF283	9	7497
ZNF302	9	7497
ZNF362	9	7497
ZNF479	9	7497
ZNF483	9	7497
ZNF582	9	7497
ZNF585A	9	7497
ZNF707	9	7497
ZPBP2	9	7497
A2ML1	8	6865.5
AARS2	8	6865.5
AATK	8	6865.5
ABHD11	8	6865.5
ABHD12B	8	6865.5
ABHD5	8	6865.5
ABO	8	6865.5
ABTB1	8	6865.5
AC005324.3	8	6865.5
AC011462.1	8	6865.5
AC023509.3	8	6865.5
AC090527.2	8	6865.5
AC093525.2	8	6865.5
AC104662.2	8	6865.5
AC118553.2	8	6865.5
ACSM1	8	6865.5
ACSM3	8	6865.5
ACTN3	8	6865.5
ACTR5	8	6865.5
ADAL	8	6865.5
ADAMTS1	8	6865.5
AFAP1	8	6865.5
AFMID	8	6865.5
AGER	8	6865.5
AICDA	8	6865.5
AKAP3	8	6865.5
AKR7L	8	6865.5
AL117348.2	8	6865.5
AL132780.3	8	6865.5
AL355315.1	8	6865.5
ANGPTL4	8	6865.5
ANKRD34B	8	6865.5
ANO7	8	6865.5
AOC2	8	6865.5
AOC3	8	6865.5
AP002512.3	8	6865.5
AP3M2	8	6865.5
APEX2	8	6865.5
APPL1	8	6865.5
ARID5A	8	6865.5
ARL5A	8	6865.5
ARMH4	8	6865.5
ASB14	8	6865.5
ASB8	8	6865.5
ASIC4	8	6865.5
ASIC5	8	6865.5
ASPHD1	8	6865.5
ATG16L2	8	6865.5
ATP5IF1	8	6865.5
ATP5PB	8	6865.5
ATP6AP1	8	6865.5
ATP8B1	8	6865.5
ATPAF2	8	6865.5
AUNIP	8	6865.5
AUP1	8	6865.5
AVIL	8	6865.5
B3GAT3	8	6865.5
B9D1	8	6865.5
BBC3	8	6865.5
BBS4	8	6865.5
BCKDHB	8	6865.5
BDH1	8	6865.5
BEND5	8	6865.5
BHMT	8	6865.5
BHMT2	8	6865.5
BICDL2	8	6865.5
BMP6	8	6865.5
BMT2	8	6865.5
BNIP1	8	6865.5
BRS3	8	6865.5
BTF3	8	6865.5
C2	8	6865.5
C2orf16	8	6865.5
C2orf76	8	6865.5
C4orf17	8	6865.5
C5orf24	8	6865.5
C5orf51	8	6865.5
C6orf62	8	6865.5
C7orf31	8	6865.5
C7orf55-LUC7L2	8	6865.5
C9orf135	8	6865.5
CA9	8	6865.5
CACNG8	8	6865.5
CALCOCO1	8	6865.5
CAPN6	8	6865.5
CAPN7	8	6865.5
CARNMT1	8	6865.5
CBARP	8	6865.5
CCDC125	8	6865.5
CCDC138	8	6865.5
CCDC142	8	6865.5
CCDC198	8	6865.5
CCDC22	8	6865.5
CCDC66	8	6865.5
CCNA2	8	6865.5
CCNJ	8	6865.5
CCR3	8	6865.5
CCR6	8	6865.5
CCRL2	8	6865.5
CCT4	8	6865.5
CD200R1	8	6865.5
CD300LF	8	6865.5
CD72	8	6865.5
CDC42BPG	8	6865.5
CDC42EP3	8	6865.5
CDH3	8	6865.5
CDHR4	8	6865.5
CDRT1	8	6865.5
CEACAM16	8	6865.5
CEBPA	8	6865.5
CEBPZ	8	6865.5
CEP131	8	6865.5
CERS6	8	6865.5
CETN2	8	6865.5
CFAP46	8	6865.5
CGA	8	6865.5
CHCHD6	8	6865.5
CHFR	8	6865.5
CHIT1	8	6865.5
CHKA	8	6865.5
CHRM1	8	6865.5
CHST10	8	6865.5
CHST14	8	6865.5
CHST2	8	6865.5
CHTF18	8	6865.5
CHURC1	8	6865.5
CIPC	8	6865.5
CITED2	8	6865.5
CLDN16	8	6865.5
CLEC10A	8	6865.5
CLMN	8	6865.5
CLN5	8	6865.5
CMTM8	8	6865.5
CNDP1	8	6865.5
CNIH2	8	6865.5
CNKSR3	8	6865.5
CNMD	8	6865.5
CNN2	8	6865.5
COG7	8	6865.5
COL20A1	8	6865.5
COPS5	8	6865.5
COX10	8	6865.5
COX14	8	6865.5
CPNE3	8	6865.5
CRAT	8	6865.5
CROT	8	6865.5
CRTC1	8	6865.5
CSH1	8	6865.5
CTSE	8	6865.5
CYBB	8	6865.5
CYP26A1	8	6865.5
CYP27C1	8	6865.5
CYP2U1	8	6865.5
CYP3A7	8	6865.5
CYP4F12	8	6865.5
CYP4F3	8	6865.5
CYP51A1	8	6865.5
CYTH3	8	6865.5
DAZAP2	8	6865.5
DCAF12	8	6865.5
DCAF7	8	6865.5
DDX19A	8	6865.5
DDX25	8	6865.5
DDX41	8	6865.5
DEGS2	8	6865.5
DENND1C	8	6865.5
DHX34	8	6865.5
DLGAP5	8	6865.5
DLL3	8	6865.5
DLL4	8	6865.5
DNAH10OS	8	6865.5
DNAJB11	8	6865.5
DNAJC27	8	6865.5
DNAJC28	8	6865.5
DNAJC4	8	6865.5
DNAJC5G	8	6865.5
DPH2	8	6865.5
DPH5	8	6865.5
DPY19L4	8	6865.5
DRD3	8	6865.5
DSG2	8	6865.5
DTNBP1	8	6865.5
DTX1	8	6865.5
DTX3	8	6865.5
DVL2	8	6865.5
DVL3	8	6865.5
E2F6	8	6865.5
EDEM1	8	6865.5
EFCAB7	8	6865.5
EFHB	8	6865.5
EIF3F	8	6865.5
EIF4E	8	6865.5
ELL	8	6865.5
ELOF1	8	6865.5
EMILIN1	8	6865.5
EMILIN2	8	6865.5
EMX1	8	6865.5
ENOPH1	8	6865.5
EPHA1	8	6865.5
ESCO1	8	6865.5
ETAA1	8	6865.5
EXO1	8	6865.5
EXOG	8	6865.5
EXOSC1	8	6865.5
FABP1	8	6865.5
FAHD2A	8	6865.5
FAIM	8	6865.5
FAM102B	8	6865.5
FAM111B	8	6865.5
FAM129C	8	6865.5
FAM162A	8	6865.5
FAM19A5	8	6865.5
FAM20A	8	6865.5
FAM217B	8	6865.5
FAM221A	8	6865.5
FAM47E	8	6865.5
FAM50A	8	6865.5
FAM57A	8	6865.5
FAM72A	8	6865.5
FAM76B	8	6865.5
FAM84A	8	6865.5
FAM86B1	8	6865.5
FAM92B	8	6865.5
FBLIM1	8	6865.5
FBLN7	8	6865.5
FBP1	8	6865.5
FBXO10	8	6865.5
FBXO31	8	6865.5
FCER1A	8	6865.5
FGF18	8	6865.5
FGF7	8	6865.5
FICD	8	6865.5
FITM1	8	6865.5
FKBP9	8	6865.5
FOSL2	8	6865.5
FOXC2	8	6865.5
FOXI1	8	6865.5
FOXK2	8	6865.5
FRK	8	6865.5
FTSJ3	8	6865.5
GALNT2	8	6865.5
GALT	8	6865.5
GCAT	8	6865.5
GDAP1	8	6865.5
GEMIN5	8	6865.5
GET4	8	6865.5
GGACT	8	6865.5
GJA1	8	6865.5
GJB3	8	6865.5
GLB1L3	8	6865.5
GLCCI1	8	6865.5
GLIPR2	8	6865.5
GLRB	8	6865.5
GMIP	8	6865.5
GNA13	8	6865.5
GNL2	8	6865.5
GNPDA2	8	6865.5
GPATCH11	8	6865.5
GPBAR1	8	6865.5
GPR1	8	6865.5
GPR83	8	6865.5
GPR84	8	6865.5
GPRC5B	8	6865.5
GPRC5C	8	6865.5
GPX3	8	6865.5
GRM2	8	6865.5
GRXCR1	8	6865.5
GRXCR2	8	6865.5
GTF2H4	8	6865.5
GYS2	8	6865.5
HAO1	8	6865.5
HAP1	8	6865.5
HAUS1	8	6865.5
HDAC10	8	6865.5
HECTD3	8	6865.5
HEPACAM	8	6865.5
HEXB	8	6865.5
HINFP	8	6865.5
HIRIP3	8	6865.5
HIST1H2AJ	8	6865.5
HOXD3	8	6865.5
HOXD8	8	6865.5
HP	8	6865.5
HS3ST1	8	6865.5
HUNK	8	6865.5
HUS1	8	6865.5
ICOSLG	8	6865.5
IDI1	8	6865.5
IFRD2	8	6865.5
IFT20	8	6865.5
IFT52	8	6865.5
IL33	8	6865.5
INO80B	8	6865.5
INPP1	8	6865.5
INSYN1	8	6865.5
IP6K3	8	6865.5
IQCG	8	6865.5
IRAK3	8	6865.5
IRF2BP1	8	6865.5
IRF9	8	6865.5
IRX5	8	6865.5
ISG20L2	8	6865.5
IWS1	8	6865.5
JAG2	8	6865.5
KCNAB3	8	6865.5
KCNK4	8	6865.5
KCNK5	8	6865.5
KCNRG	8	6865.5
KCNS1	8	6865.5
KCTD14	8	6865.5
KCTD19	8	6865.5
KHK	8	6865.5
KIF2B	8	6865.5
KLHL35	8	6865.5
KNDC1	8	6865.5
KRI1	8	6865.5
KRT1	8	6865.5
KRT40	8	6865.5
KYAT3	8	6865.5
LEO1	8	6865.5
LETM1	8	6865.5
LGI3	8	6865.5
LHX5	8	6865.5
LIN28A	8	6865.5
LLGL1	8	6865.5
LMBR1	8	6865.5
LMBRD2	8	6865.5
LMOD2	8	6865.5
LNPEP	8	6865.5
LONRF2	8	6865.5
LPGAT1	8	6865.5
LPO	8	6865.5
LRIT2	8	6865.5
LRP5L	8	6865.5
LRRC27	8	6865.5
LSS	8	6865.5
LY6G5B	8	6865.5
LYRM1	8	6865.5
LYSMD1	8	6865.5
MAB21L2	8	6865.5
MAOB	8	6865.5
MAP3K11	8	6865.5
MAPRE3	8	6865.5
MAST3	8	6865.5
MB21D2	8	6865.5
MC3R	8	6865.5
MCHR2	8	6865.5
MCM2	8	6865.5
MCMBP	8	6865.5
MCTS1	8	6865.5
ME1	8	6865.5
MEOX1	8	6865.5
MEOX2	8	6865.5
METTL2B	8	6865.5
METTL3	8	6865.5
MFSD12	8	6865.5
MGAT3	8	6865.5
MICU3	8	6865.5
MIDN	8	6865.5
MIF4GD	8	6865.5
MIS18BP1	8	6865.5
MMAB	8	6865.5
MMP1	8	6865.5
MOB3A	8	6865.5
MORC2	8	6865.5
MPC1	8	6865.5
MPEG1	8	6865.5
MPL	8	6865.5
MPLKIP	8	6865.5
MPPE1	8	6865.5
MRPS21	8	6865.5
MRPS25	8	6865.5
MRPS34	8	6865.5
MSI1	8	6865.5
MTA1	8	6865.5
MTCP1	8	6865.5
MTG2	8	6865.5
MTMR7	8	6865.5
MTMR9	8	6865.5
MTX2	8	6865.5
MYL1	8	6865.5
MYL12B	8	6865.5
MYLK3	8	6865.5
MYLK4	8	6865.5
NAB2	8	6865.5
NADSYN1	8	6865.5
NAE1	8	6865.5
NAGPA	8	6865.5
NAPEPLD	8	6865.5
NCKAP5L	8	6865.5
NCLN	8	6865.5
NDC80	8	6865.5
NDNF	8	6865.5
NDUFAF2	8	6865.5
NDUFAF5	8	6865.5
NECAB2	8	6865.5
NEK3	8	6865.5
NELFB	8	6865.5
NEMP1	8	6865.5
NETO2	8	6865.5
NEUROD6	8	6865.5
NFKBIE	8	6865.5
NFU1	8	6865.5
NHLRC2	8	6865.5
NKAP	8	6865.5
NKIRAS2	8	6865.5
NLRC4	8	6865.5
NME7	8	6865.5
NME8	8	6865.5
NOD1	8	6865.5
NOP56	8	6865.5
NPAS1	8	6865.5
NSG1	8	6865.5
NSUN2	8	6865.5
NUAK2	8	6865.5
NUCB2	8	6865.5
NUDCD2	8	6865.5
NUDT2	8	6865.5
NUTM1	8	6865.5
NXF5	8	6865.5
NYNRIN	8	6865.5
ODF2L	8	6865.5
OGN	8	6865.5
OLFM2	8	6865.5
ONECUT2	8	6865.5
OR4B1	8	6865.5
OR4D2	8	6865.5
OR4K2	8	6865.5
OR51A4	8	6865.5
ORC2	8	6865.5
ORMDL2	8	6865.5
OTOP3	8	6865.5
P2RY1	8	6865.5
P4HTM	8	6865.5
PACSIN3	8	6865.5
PAF1	8	6865.5
PAFAH1B3	8	6865.5
PANX3	8	6865.5
PARG	8	6865.5
PCDH12	8	6865.5
PCNP	8	6865.5
PCOLCE2	8	6865.5
PCYOX1	8	6865.5
PDLIM2	8	6865.5
PDZD8	8	6865.5
PELI2	8	6865.5
PEX11A	8	6865.5
PEX11G	8	6865.5
PEX13	8	6865.5
PGRMC1	8	6865.5
PHOSPHO2	8	6865.5
PHOX2B	8	6865.5
PHYHD1	8	6865.5
PIGB	8	6865.5
PIGK	8	6865.5
PIGS	8	6865.5
PIGV	8	6865.5
PIK3R6	8	6865.5
PINX1	8	6865.5
PIR	8	6865.5
