Gene.Symbol	Total.CN.Gain	Total.CN.Loss	Total.CN	Rank.CN
DNAAF2	222	16	238	9791
EMG1	235	3	238	9791
FOXC1	212	26	238	9791
GCM2	230	8	238	9791
HERPUD2	232	6	238	9791
HS3ST2	235	3	238	9791
LRRC8D	210	28	238	9791
OR10H1	222	16	238	9791
OR7E24	226	12	238	9791
PRPS1L1	224	14	238	9791
SCML2	186	52	238	9791
VEZT	196	42	238	9791
ZIC3	192	46	238	9791
ZNF121	226	12	238	9791
ZNF236	198	40	238	9791
ZNF559-ZNF177	226	12	238	9791
ZNF622	235	3	238	9791
ZNF674	192	46	238	9791
ZNF699	226	12	238	9791
ZNF786	222	16	238	9791
AC068775.1	230	7	237	9764
AGPAT4	150	87	237	9764
ALKBH7	213	24	237	9764
ASMTL	156	81	237	9764
ATP5MC3	219	18	237	9764
B3GAT3	216	21	237	9764
CCDC113	156	81	237	9764
CRLF2	156	81	237	9764
GAS8	105	132	237	9764
GOLGA6L10	207	30	237	9764
ITGAV	213	24	237	9764
MC1R	105	132	237	9764
MTA2	216	21	237	9764
MYO18B	162	75	237	9764
NAGA	129	108	237	9764
OR4D9	201	36	237	9764
PEX10	204	33	237	9764
PLCH2	204	33	237	9764
PLCXD1	156	81	237	9764
PLIN5	201	36	237	9764
PON3	216	21	237	9764
SPIRE2	105	132	237	9764
STAC3	198	39	237	9764
TCAIM	130	107	237	9764
TCF20	129	108	237	9764
TCF25	105	132	237	9764
ZBED1	156	81	237	9764
ZKSCAN3	225	12	237	9764
ZNF721	168	69	237	9764
AC006518.7	229	7	236	9725.5
AC106774.5	230	6	236	9725.5
AC106774.6	230	6	236	9725.5
AC106774.7	230	6	236	9725.5
AC106774.9	230	6	236	9725.5
AC233724.12	230	6	236	9725.5
AC233724.15	230	6	236	9725.5
AC233724.16	230	6	236	9725.5
AC233724.17	230	6	236	9725.5
AC233724.18	230	6	236	9725.5
AC233724.19	230	6	236	9725.5
AC233724.20	230	6	236	9725.5
AC233724.6	230	6	236	9725.5
ALPL	192	44	236	9725.5
CARD6	230	6	236	9725.5
CD2	224	12	236	9725.5
CREB3L3	188	48	236	9725.5
ENTPD1	200	36	236	9725.5
FAM207A	224	12	236	9725.5
GPATCH1	233	3	236	9725.5
H3.Y	230	6	236	9725.5
HIST1H2AC	230	6	236	9725.5
HIST1H2BC	230	6	236	9725.5
LRP3	233	3	236	9725.5
LTN1	188	48	236	9725.5
MAP1S	230	6	236	9725.5
MDH2	208	28	236	9725.5
NBPF3	192	44	236	9725.5
NKAPD1	108	128	236	9725.5
NMRK2	188	48	236	9725.5
NOTCH3	230	6	236	9725.5
PHC2	200	36	236	9725.5
PIP5K1C	188	48	236	9725.5
PRUNE2	196	40	236	9725.5
RAB20	213	23	236	9725.5
RALY	220	16	236	9725.5
SIRT6	188	48	236	9725.5
SPACA5	196	40	236	9725.5
TAS2R10	229	7	236	9725.5
TAS2R13	229	7	236	9725.5
TAS2R14	229	7	236	9725.5
TAS2R9	229	7	236	9725.5
THNSL1	232	4	236	9725.5
TJP3	188	48	236	9725.5
TMEM117	220	16	236	9725.5
TSHZ1	190	46	236	9725.5
WDR1	140	96	236	9725.5
ZFR2	188	48	236	9725.5
ALS2CR12	200	35	235	9692
BLOC1S1	170	65	235	9692
C3orf18	120	115	235	9692
CCDC144NL	217	18	235	9692
CEP72	233	2	235	9692
GNAI2	120	115	235	9692
IP6K1	120	115	235	9692
ITGA7	170	65	235	9692
LGALS12	200	35	235	9692
MON1A	120	115	235	9692
MST1R	120	115	235	9692
PAN2	170	65	235	9692
PYM1	170	65	235	9692
RASSF1	120	115	235	9692
RBM15	180	55	235	9692
RBM6	120	115	235	9692
RBMS2	170	65	235	9692
SLC16A4	180	55	235	9692
SLC25A25	175	60	235	9692
AC116366.3	153	81	234	9655.5
ADAMTS10	210	24	234	9655.5
AHCY	224	10	234	9655.5
ARHGAP8	129	105	234	9655.5
ART4	228	6	234	9655.5
ASIP	224	10	234	9655.5
ATP6V1F	212	22	234	9655.5
BCL2A1	210	24	234	9655.5
C12orf60	228	6	234	9655.5
CA5B	172	62	234	9655.5
CAT	229	5	234	9655.5
CEACAM8	218	16	234	9655.5
CNOT10	198	36	234	9655.5
CPA1	216	18	234	9655.5
DHX29	182	52	234	9655.5
EEF1B2	213	21	234	9655.5
EIPR1	213	21	234	9655.5
EXD2	114	120	234	9655.5
EXOC1	198	36	234	9655.5
EXOG	186	48	234	9655.5
FLNC	212	22	234	9655.5
H2AFJ	228	6	234	9655.5
HAUS5	229	5	234	9655.5
HERC3	201	33	234	9655.5
HERC6	201	33	234	9655.5
HIST4H4	228	6	234	9655.5
HNRNPM	210	24	234	9655.5
INPP1	224	10	234	9655.5
IRAK1BP1	192	42	234	9655.5
MAT2B	141	93	234	9655.5
MYO1F	210	24	234	9655.5
NT5E	156	78	234	9655.5
OR3A2	129	105	234	9655.5
PLIN2	204	30	234	9655.5
PLPP1	182	52	234	9655.5
SCN11A	186	48	234	9655.5
SH2D1A	165	69	234	9655.5
SLC39A2	210	24	234	9655.5
SMCO3	228	6	234	9655.5
SYN1	194	40	234	9655.5
TMEM18	213	21	234	9655.5
TSN	210	24	234	9655.5
UBE2H	212	22	234	9655.5
UPK1B	198	36	234	9655.5
USP26	188	46	234	9655.5
UXT	194	40	234	9655.5
VILL	186	48	234	9655.5
WBP11	228	6	234	9655.5
ZADH2	190	44	234	9655.5
ZC3H12C	135	99	234	9655.5
ZNF282	218	16	234	9655.5
ZNF608	153	81	234	9655.5
ZRSR2	172	62	234	9655.5
C6orf226	225	8	233	9624.5
CCER2	227	6	233	9624.5
CEBPA	230	3	233	9624.5
FRMD5	135	98	233	9624.5
GNMT	225	8	233	9624.5
TPPP	233	0	233	9624.5
ADH1B	180	52	232	9602.5
ANXA2R	226	6	232	9602.5
BUD23	226	6	232	9602.5
C14orf178	160	72	232	9602.5
CHFR	128	104	232	9602.5
CLK1	200	32	232	9602.5
FAM171A1	231	1	232	9602.5
FAM219A	232	0	232	9602.5
FAM8A1	225	7	232	9602.5
FRMPD4	168	64	232	9602.5
FXYD2	104	128	232	9602.5
GABRR3	206	26	232	9602.5
GFRA4	230	2	232	9602.5
GLIPR2	232	0	232	9602.5
GNL3L	194	38	232	9602.5
GOLGA3	128	104	232	9602.5
HIGD1A	152	80	232	9602.5
MTHFS	210	22	232	9602.5
NIM1K	226	6	232	9602.5
NUDT19	229	3	232	9602.5
NXPE1	104	128	232	9602.5
OR1S2	218	14	232	9602.5
PGAM5	128	104	232	9602.5
PUS1	128	104	232	9602.5
RPP21	212	20	232	9602.5
SEC22C	152	80	232	9602.5
SH2D7	214	18	232	9602.5
ST20-MTHFS	210	22	232	9602.5
TCP10	116	116	232	9602.5
TTC12	104	128	232	9602.5
USP28	104	128	232	9602.5
VIPR1	152	80	232	9602.5
VPS37D	226	6	232	9602.5
YWHAE	96	136	232	9602.5
ZNF140	128	104	232	9602.5
ZNF18	96	136	232	9602.5
APOBEC1	225	6	231	9558
APOO	207	24	231	9558
C2orf73	219	12	231	9558
C3AR1	225	6	231	9558
C7orf50	216	15	231	9558
CCDC103	183	48	231	9558
CCDC43	183	48	231	9558
CCNH	135	96	231	9558
CLHC1	228	3	231	9558
CMPK2	210	21	231	9558
COL4A2	208	23	231	9558
COX7C	135	96	231	9558
CTAGE9	209	22	231	9558
CTXN3	150	81	231	9558
CYBRD1	210	21	231	9558
DCAF17	210	21	231	9558
FCHO2	129	102	231	9558
FCHSD1	138	93	231	9558
GRID2	197	34	231	9558
HIGD1B	183	48	231	9558
HRH2	162	69	231	9558
KIF18B	183	48	231	9558
MAT1A	220	11	231	9558
MRPS36	138	93	231	9558
MTIF2	228	3	231	9558
OR2A4	209	22	231	9558
OR5V1	219	12	231	9558
OR9K2	189	42	231	9558
PCDHA1	138	93	231	9558
PCDHA10	138	93	231	9558
PCDHA13	138	93	231	9558
PCDHA2	138	93	231	9558
PCDHA5	138	93	231	9558
PCDHA6	138	93	231	9558
PCDHB12	138	93	231	9558
PCDHGA11	138	93	231	9558
PCDHGC4	138	93	231	9558
PDK1	204	27	231	9558
PPP4R3B	228	3	231	9558
PRRC1	150	81	231	9558
PSMA3	192	39	231	9558
PYGO1	186	45	231	9558
RLBP1	220	11	231	9558
RNF168	218	13	231	9558
RUNDC3A	183	48	231	9558
SLC12A2	150	81	231	9558
SLC25A17	123	108	231	9558
SLC27A6	150	81	231	9558
SPTBN1	219	12	231	9558
TAC1	198	33	231	9558
TAS2R20	224	7	231	9558
TAS2R50	224	7	231	9558
TNPO1	129	102	231	9558
ABTB2	225	5	230	9516
ANKAR	220	10	230	9516
ARSF	164	66	230	9516
C5orf51	224	6	230	9516
CCDC127	228	2	230	9516
CHCHD4	212	18	230	9516
CT62	212	18	230	9516
DDRGK1	228	2	230	9516
DHX30	120	110	230	9516
IQCF3	120	110	230	9516
LRRC14B	228	2	230	9516
MS4A18	210	20	230	9516
MS4A4A	210	20	230	9516
MYCBP2	146	84	230	9516
PPA1	210	20	230	9516
PTCHD3	224	6	230	9516
PTPN20	184	46	230	9516
RAD21L1	226	4	230	9516
RGS9BP	227	3	230	9516
RIN3	159	71	230	9516
RNF8	228	2	230	9516
RSPO4	226	4	230	9516
STMND1	223	7	230	9516
TIMM21	186	44	230	9516
TMPRSS11E	222	8	230	9516
TSC22D1	55	175	230	9516
TUBE1	204	26	230	9516
ZNF229	212	18	230	9516
ZNF467	214	16	230	9516
ZNF627	218	12	230	9516
AC131160.1	214	15	229	9495.5
ACSBG1	211	18	229	9495.5
ATP4A	224	5	229	9495.5
CARS2	208	21	229	9495.5
CDRT15L2	208	21	229	9495.5
CLOCK	201	28	229	9495.5
GAPDHS	224	5	229	9495.5
GOLPH3	219	10	229	9495.5
MAN1A1	203	26	229	9495.5
STBD1	219	10	229	9495.5
AARS2	220	8	228	9459.5
AKR1B15	210	18	228	9459.5
ASB3	216	12	228	9459.5
ASPG	182	46	228	9459.5
ATP6V1C2	207	21	228	9459.5
CAV3	208	20	228	9459.5
CCDC86	208	20	228	9459.5
CDKN2AIP	153	75	228	9459.5
CLIP4	212	16	228	9459.5
COASY	183	45	228	9459.5
DAND5	216	12	228	9459.5
DHDDS	174	54	228	9459.5
DYNLT3	147	81	228	9459.5
ENPP7	206	22	228	9459.5
ERLEC1	216	12	228	9459.5
FAM76A	174	54	228	9459.5
FAM86B2	102	126	228	9459.5
GCDH	216	12	228	9459.5
GTF2IRD2B	212	16	228	9459.5
HEXB	129	99	228	9459.5
HPSE	180	48	228	9459.5
KIF26A	182	46	228	9459.5
KLF8	189	39	228	9459.5
KLRC4	221	7	228	9459.5
MAP3K9	114	114	228	9459.5
MAST1	216	12	228	9459.5
MLX	183	45	228	9459.5
MS4A2	204	24	228	9459.5
NEPRO	208	20	228	9459.5
NOL10	207	21	228	9459.5
NRBF2	212	16	228	9459.5
OR10H3	212	16	228	9459.5
OR10H5	212	16	228	9459.5
PANX1	176	52	228	9459.5
PCDH1	138	90	228	9459.5
PIGU	223	5	228	9459.5
PPP1R1C	204	24	228	9459.5
PQLC3	207	21	228	9459.5
PRODH	148	80	228	9459.5
REG3A	219	9	228	9459.5
REG3G	219	9	228	9459.5
ROCK2	207	21	228	9459.5
S100Z	132	96	228	9459.5
SAP130	192	36	228	9459.5
SH3TC2	132	96	228	9459.5
SLC24A4	159	69	228	9459.5
SLC36A4	178	50	228	9459.5
SLC4A1	183	45	228	9459.5
SPINK13	132	96	228	9459.5
SPINK5	132	96	228	9459.5
STARD3NL	213	15	228	9459.5
TC2N	132	96	228	9459.5
TMEM109	208	20	228	9459.5
TMEM154	156	72	228	9459.5
TRAPPC11	153	75	228	9459.5
UBXN11	174	54	228	9459.5
UGT2B28	212	16	228	9459.5
ZMYM2	150	78	228	9459.5
ZMYM5	150	78	228	9459.5
ZNF454	182	46	228	9459.5
ABCC12	206	21	227	9426
CDNF	225	2	227	9426
HIPK4	221	6	227	9426
IRS2	204	23	227	9426
SERTAD1	221	6	227	9426
AMTN	206	20	226	9412.5
APBB1IP	222	4	226	9412.5
B3GAT2	200	26	226	9412.5
C11orf96	222	4	226	9412.5
CD101	214	12	226	9412.5
DNAH9	87	139	226	9412.5
GAREM1	202	24	226	9412.5
IGFL2	206	20	226	9412.5
LARP6	208	18	226	9412.5
NEXN	204	22	226	9412.5
OLFM3	186	40	226	9412.5
OR2A12	214	12	226	9412.5
OR2A14	214	12	226	9412.5
OR2A5	214	12	226	9412.5
OR2F1	214	12	226	9412.5
OR6B1	214	12	226	9412.5
PSMG1	208	18	226	9412.5
TCAF1	214	12	226	9412.5
TOP3A	172	54	226	9412.5
ZDHHC23	204	22	226	9412.5
ZNF287	164	62	226	9412.5
ZYX	214	12	226	9412.5
ACOXL	198	27	225	9370.5
AMIGO2	201	24	225	9370.5
APOL2	123	102	225	9370.5
BEX2	159	66	225	9370.5
C17orf53	183	42	225	9370.5
C18orf32	174	51	225	9370.5
C1QTNF6	123	102	225	9370.5
CEP162	162	63	225	9370.5
CLEC9A	218	7	225	9370.5
CNGB1	144	81	225	9370.5
CSAD	165	60	225	9370.5
CSAG1	162	63	225	9370.5
CSAG2	162	63	225	9370.5
CYP1B1	222	3	225	9370.5
CYTH4	123	102	225	9370.5
DGKH	55	170	225	9370.5
FAM118A	129	96	225	9370.5
FAM219B	195	30	225	9370.5
FOXRED2	123	102	225	9370.5
GRIN2B	219	6	225	9370.5
GTF2H2	129	96	225	9370.5
HAUS7	162	63	225	9370.5
HDAC5	183	42	225	9370.5
KCTD17	123	102	225	9370.5
LAMA1	197	28	225	9370.5
LARP1B	169	56	225	9370.5
LOXL3	210	15	225	9370.5
LSM12	183	42	225	9370.5
MAGEA12	162	63	225	9370.5
MFSD2A	210	15	225	9370.5
MGST2	183	42	225	9370.5
MND1	162	63	225	9370.5
NAA15	183	42	225	9370.5
NRK	159	66	225	9370.5
NUP50	129	96	225	9370.5
PALMD	183	42	225	9370.5
PFDN5	165	60	225	9370.5
PFDN6	195	30	225	9370.5
PIH1D3	159	66	225	9370.5
PLP1	159	66	225	9370.5
PLPPR4	183	42	225	9370.5
PPP1R21	222	3	225	9370.5
PPY	183	42	225	9370.5
PTPRN	192	33	225	9370.5
PVALB	123	102	225	9370.5
SERGEF	207	18	225	9370.5
SLC22A11	204	21	225	9370.5
SLC39A13	215	10	225	9370.5
SMIM13	216	9	225	9370.5
SREK1	135	90	225	9370.5
STAMBP	210	15	225	9370.5
TAPBP	195	30	225	9370.5
TCEAL1	159	66	225	9370.5
TCEAL3	159	66	225	9370.5
TCEAL9	159	66	225	9370.5
TMEM101	183	42	225	9370.5
TTC28	160	65	225	9370.5
TXN2	123	102	225	9370.5
UHRF1BP1L	144	81	225	9370.5
UTP15	129	96	225	9370.5
ZFHX3	121	104	225	9370.5
ZNF74	110	115	225	9370.5
ACE2	162	62	224	9314.5
ALOX15B	84	140	224	9314.5
ARFGAP2	216	8	224	9314.5
AURKB	84	140	224	9314.5
BTBD7	132	92	224	9314.5
C11orf49	216	8	224	9314.5
C12orf43	112	112	224	9314.5
C14orf132	132	92	224	9314.5
CCDC149	124	100	224	9314.5
CCDC88C	132	92	224	9314.5
CSF1	192	32	224	9314.5
DACT2	108	116	224	9314.5
DDX6	104	120	224	9314.5
F2RL3	214	10	224	9314.5
FAM181A	132	92	224	9314.5
FUT8	152	72	224	9314.5
GABRD	180	44	224	9314.5
GABRG3	161	63	224	9314.5
GSKIP	132	92	224	9314.5
KRBA2	84	140	224	9314.5
LIPC	164	60	224	9314.5
LNP1	200	24	224	9314.5
LURAP1L	204	20	224	9314.5
MROH8	219	5	224	9314.5
NAMPT	198	26	224	9314.5
NRAP	168	56	224	9314.5
NRROS	211	13	224	9314.5
OR5B2	208	16	224	9314.5
OR5B3	208	16	224	9314.5
PAPOLA	132	92	224	9314.5
PHF19	172	52	224	9314.5
PHOSPHO2	196	28	224	9314.5
PPIG	196	28	224	9314.5
RANGRF	84	140	224	9314.5
RFC3	170	54	224	9314.5
SCAI	198	26	224	9314.5
SENP8	206	18	224	9314.5
SERPINA10	132	92	224	9314.5
SLC25A35	84	140	224	9314.5
SLC6A11	206	18	224	9314.5
SPI1	216	8	224	9314.5
SPRY2	174	50	224	9314.5
TCP1	100	124	224	9314.5
TMEM202	206	18	224	9314.5
TNNI3K	213	11	224	9314.5
TRPV5	214	10	224	9314.5
TRPV6	214	10	224	9314.5
VAMP2	84	140	224	9314.5
ZNF215	180	44	224	9314.5
AC026316.5	207	16	223	9285.5
CCDC170	194	29	223	9285.5
HIBADH	220	3	223	9285.5
HIST1H2BE	217	6	223	9285.5
RTP2	211	12	223	9285.5
SLC32A1	218	5	223	9285.5
SSH1	145	78	223	9285.5
SST	211	12	223	9285.5
AAGAB	195	27	222	9248.5
ADD3	177	45	222	9248.5
BET1L	144	78	222	9248.5
BLOC1S3	204	18	222	9248.5
C15orf39	195	27	222	9248.5
CAMKK1	117	105	222	9248.5
CEP97	198	24	222	9248.5
CTNS	117	105	222	9248.5
CYB5D2	117	105	222	9248.5
DTWD2	138	84	222	9248.5
EHD1	201	21	222	9248.5
FAM170A	138	84	222	9248.5
FAM187B	217	5	222	9248.5
FASTKD2	186	36	222	9248.5
GGT5	153	69	222	9248.5
GIMAP2	204	18	222	9248.5
GIMAP4	204	18	222	9248.5
GPR34	147	75	222	9248.5
GUCA1B	214	8	222	9248.5
KCNK10	156	66	222	9248.5
KIF1BP	201	21	222	9248.5
LANCL3	132	90	222	9248.5
LCOR	174	48	222	9248.5
LDHAL6A	204	18	222	9248.5
LIPI	210	12	222	9248.5
LRRC75A	164	58	222	9248.5
MBD5	162	60	222	9248.5
MDH1B	186	36	222	9248.5
MKX	214	8	222	9248.5
MRPS10	214	8	222	9248.5
NAA40	201	21	222	9248.5
NEIL1	195	27	222	9248.5
NELFA	147	75	222	9248.5
NKPD1	204	18	222	9248.5
OR10G4	129	93	222	9248.5
OR11H4	192	30	222	9248.5
OR1S1	208	14	222	9248.5
OR3A3	117	105	222	9248.5
OR4K15	202	20	222	9248.5
OR9A4	208	14	222	9248.5
P2RX3	212	10	222	9248.5
PIGH	156	66	222	9248.5
PROS1	196	26	222	9248.5
PRSS37	208	14	222	9248.5
RTCA	183	39	222	9248.5
RXFP2	168	54	222	9248.5
SELENOO	166	56	222	9248.5
SENP6	162	60	222	9248.5
SGSM2	117	105	222	9248.5
SH3PXD2B	172	50	222	9248.5
SIRPB2	216	6	222	9248.5
SP4	217	5	222	9248.5
SPECC1L	153	69	222	9248.5
TAS2R7	215	7	222	9248.5
TAS2R8	215	7	222	9248.5
TRMT13	183	39	222	9248.5
TUBGCP6	166	56	222	9248.5
TUT4	204	18	222	9248.5
U2SURP	198	24	222	9248.5
WWC1	166	56	222	9248.5
XPNPEP1	177	45	222	9248.5
YIPF5	132	90	222	9248.5
ZBTB11	198	24	222	9248.5
ZFYVE9	204	18	222	9248.5
ZNF202	129	93	222	9248.5
ZNF296	204	18	222	9248.5
AF241726.2	190	31	221	9211.5
AL035078.4	215	6	221	9211.5
CAPZA3	216	5	221	9211.5
CEP78	117	104	221	9211.5
ELOVL2	213	8	221	9211.5
RTP4	209	12	221	9211.5
SHROOM4	146	75	221	9211.5
TLE1	194	27	221	9211.5
AGFG1	140	80	220	9187
AIFM3	128	92	220	9187
ANKRD53	208	12	220	9187
ATG9A	176	44	220	9187
C1orf52	190	30	220	9187
CCKBR	155	65	220	9187
CDHR3	190	30	220	9187
CPS1	180	40	220	9187
CRCP	212	8	220	9187
DEFB134	86	134	220	9187
DTHD1	116	104	220	9187
EBPL	55	165	220	9187
ELMOD3	205	15	220	9187
FOXRED1	160	60	220	9187
GIMAP5	204	16	220	9187
IL1RN	165	55	220	9187
IL37	165	55	220	9187
ITGB6	185	35	220	9187
ITM2C	140	80	220	9187
KDM5C	120	100	220	9187
KLHL6	205	15	220	9187
LARS2	115	105	220	9187
MALT1	176	44	220	9187
NEU4	145	75	220	9187
PIK3CD	155	65	220	9187
POMT1	165	55	220	9187
R3HDML	213	7	220	9187
RIPK1	194	26	220	9187
RPUSD4	160	60	220	9187
SIRPD	216	4	220	9187
SLIT2	100	120	220	9187
SNRK	140	80	220	9187
SP110	140	80	220	9187
SP140	140	80	220	9187
SP140L	140	80	220	9187
SRPRA	160	60	220	9187
TENT4B	178	42	220	9187
TMEM191C	128	92	220	9187
WRAP53	55	165	220	9187
ZDHHC17	202	18	220	9187
ZNF879	174	46	220	9187
ACTR5	214	5	219	9152
AXL	192	27	219	9152
BMPR2	192	27	219	9152
C5orf30	135	84	219	9152
CCDC92	141	78	219	9152
CCL25	195	24	219	9152
CD80	183	36	219	9152
COX17	183	36	219	9152
CYP20A1	192	27	219	9152
DPY19L2	208	11	219	9152
ELAVL1	195	24	219	9152
ETF1	135	84	219	9152
FBN3	195	24	219	9152
GPSM2	195	24	219	9152
GTF2IRD2	207	12	219	9152
LRRTM2	135	84	219	9152
MAP2K7	195	24	219	9152
MAP9	153	66	219	9152
MCUR1	212	7	219	9152
PLBD1	213	6	219	9152
PLEKHA7	198	21	219	9152
PNRC1	144	75	219	9152
POPDC2	183	36	219	9152
RCC1L	207	12	219	9152
SLC2A9	147	72	219	9152
SMIM11A	192	27	219	9152
SPATA24	135	84	219	9152
SRRM1	192	27	219	9152
TREML2	211	8	219	9152
ACBD7	216	2	218	9124
ATG9B	202	16	218	9124
BICC1	201	17	218	9124
CASP14	212	6	218	9124
DEPDC1	198	20	218	9124
DNMT3A	185	33	218	9124
FAM149B1	213	5	218	9124
FAM9A	150	68	218	9124
HIST1H2BD	212	6	218	9124
JAM3	146	72	218	9124
LEPROT	204	14	218	9124
NCAM2	204	14	218	9124
NMB	198	20	218	9124
PAK2	205	13	218	9124
PSORS1C1	206	12	218	9124
REL	216	2	218	9124
RRAGD	166	52	218	9124
SLC43A1	208	10	218	9124
SMTNL1	208	10	218	9124
SYT4	182	36	218	9124
TBXT	160	58	218	9124
TEFM	202	16	218	9124
TGM6	216	2	218	9124
TXNL1	182	36	218	9124
UGT2A2	202	16	218	9124
VMA21	168	50	218	9124
ZNF230	200	18	218	9124
AIF1L	140	77	217	9109
RNF112	187	30	217	9109
SHROOM2	148	69	217	9109
ACOT7	132	84	216	9069
ADAM17	192	24	216	9069
ADCY5	180	36	216	9069
AFAP1	128	88	216	9069
AL138694.1	191	25	216	9069
ALK	200	16	216	9069
ATP2A2	135	81	216	9069
ATXN3L	156	60	216	9069
AVPR1A	205	11	216	9069
BRCA2	162	54	216	9069
C1orf146	192	24	216	9069
CA6	164	52	216	9069
CCAR1	201	15	216	9069
CCDC124	210	6	216	9069
CFAP43	156	60	216	9069
CKAP2	88	128	216	9069
CKMT2	120	96	216	9069
CNKSR3	154	62	216	9069
CTSD	144	72	216	9069
DCAF4	90	126	216	9069
DLG3	136	80	216	9069
EGFL6	156	60	216	9069
ERICH1	104	112	216	9069
EXOC3L2	198	18	216	9069
FGF21	200	16	216	9069
FITM2	209	7	216	9069
FUT1	200	16	216	9069
FUT2	200	16	216	9069
GDPD2	136	80	216	9069
GGT6	76	140	216	9069
GOLGB1	180	36	216	9069
HMGB3	168	48	216	9069
HSD17B14	200	16	216	9069
HSPA4	135	81	216	9069
IAH1	192	24	216	9069
IL4	135	81	216	9069
IMPG1	162	54	216	9069
INSL3	210	6	216	9069
IRF1	135	81	216	9069
IRF7	144	72	216	9069
KCNQ4	201	15	216	9069
KRTAP10-12	204	12	216	9069
KRTAP10-9	204	12	216	9069
LYSMD3	120	96	216	9069
MCOLN2	190	26	216	9069
MRFAP1	128	88	216	9069
NCK2	180	36	216	9069
NIPAL3	172	44	216	9069
NOP14	124	92	216	9069
PELP1	76	140	216	9069
PEX16	210	6	216	9069
PEX26	136	80	216	9069
POLR3G	120	96	216	9069
PSEN1	90	126	216	9069
RGS12	124	92	216	9069
RHOBTB3	120	96	216	9069
RNF111	164	52	216	9069
RRP36	208	8	216	9069
SAA1	198	18	216	9069
SAAL1	198	18	216	9069
SCG5	132	84	216	9069
SEC22A	180	36	216	9069
TACC3	147	69	216	9069
TCEANC	156	60	216	9069
TDRD1	168	48	216	9069
TEX11	136	80	216	9069
TMEM116	108	108	216	9069
TMEM129	147	69	216	9069
TMEM169	176	40	216	9069
UQCRQ	135	81	216	9069
VMO1	76	140	216	9069
WTIP	213	3	216	9069
ZAR1L	162	54	216	9069
ZFP57	204	12	216	9069
ZFYVE16	120	96	216	9069
ZMYND15	76	140	216	9069
ZNF114	192	24	216	9069
ANO4	134	81	215	9016
ATG16L1	140	75	215	9016
ATRNL1	166	49	215	9016
BAG6	195	20	215	9016
C2	195	20	215	9016
CAPN11	207	8	215	9016
CCN2	193	22	215	9016
CLIC1	195	20	215	9016
DOK7	124	91	215	9016
EREG	207	8	215	9016
GPANK1	195	20	215	9016
ITGA8	214	1	215	9016
LRRC53	204	11	215	9016
MMRN1	174	41	215	9016
MRPL14	207	8	215	9016
MSH5	195	20	215	9016
PIWIL4	165	50	215	9016
PPT2	195	20	215	9016
PTMA	140	75	215	9016
SLC12A8	177	38	215	9016
SMCO1	202	13	215	9016
SRSF6	208	7	215	9016
STMN1	175	40	215	9016
TNFSF11	40	175	215	9016
ULK4	155	60	215	9016
USP40	140	75	215	9016
A2M	207	7	214	8986.5
AMPH	204	10	214	8986.5
ARHGAP29	188	26	214	8986.5
CCL28	208	6	214	8986.5
CLDN1	204	10	214	8986.5
CNFN	198	16	214	8986.5
COL5A2	198	16	214	8986.5
CPLX4	174	40	214	8986.5
ERF	198	16	214	8986.5
ERI3	204	10	214	8986.5
ESCO2	80	134	214	8986.5
F3	188	26	214	8986.5
FOXF2	188	26	214	8986.5
GAPT	158	56	214	8986.5
GSK3A	198	16	214	8986.5
HMGCS1	208	6	214	8986.5
HNRNPH3	204	10	214	8986.5
IFNA13	192	22	214	8986.5
ISX	150	64	214	8986.5
KLHL4	168	46	214	8986.5
MTMR9	68	146	214	8986.5
PAFAH1B3	198	16	214	8986.5
PAGE2	186	28	214	8986.5
PAGE2B	186	28	214	8986.5
PZP	207	7	214	8986.5
RAX	174	40	214	8986.5
SMG6	112	102	214	8986.5
TMC3	194	20	214	8986.5
TMEM145	198	16	214	8986.5
TMEM168	180	34	214	8986.5
ABCB1	192	21	213	8949.5
ACOX3	141	72	213	8949.5
APOOL	153	60	213	8949.5
BECN1	168	45	213	8949.5
C12orf42	129	84	213	8949.5
CCDC58	180	33	213	8949.5
CDC23	123	90	213	8949.5
CLDN15	174	39	213	8949.5
CPZ	141	72	213	8949.5
EOMES	171	42	213	8949.5
FAM13B	123	90	213	8949.5
FAM162A	180	33	213	8949.5
FAM174A	186	27	213	8949.5
FAM53C	123	90	213	8949.5
FIS1	174	39	213	8949.5
G6PC	168	45	213	8949.5
GSAP	192	21	213	8949.5
HDX	153	60	213	8949.5
LCA5	150	63	213	8949.5
MAP7D1	198	15	213	8949.5
MOGAT3	174	39	213	8949.5
MSMO1	150	63	213	8949.5
MYOT	123	90	213	8949.5
NAT16	174	39	213	8949.5
NEXMIF	132	81	213	8949.5
OR1A1	108	105	213	8949.5
OR1D2	108	105	213	8949.5
PCF11	194	19	213	8949.5
RBM46	153	60	213	8949.5
RFX4	141	72	213	8949.5
RUNDC3B	192	21	213	8949.5
SLC51A	200	13	213	8949.5
TCP11L2	141	72	213	8949.5
TCTEX1D2	200	13	213	8949.5
TEX29	194	19	213	8949.5
TIMD4	108	105	213	8949.5
TLL1	150	63	213	8949.5
TRIM60	150	63	213	8949.5
VGF	174	39	213	8949.5
ZDHHC19	200	13	213	8949.5
ZNF318	205	8	213	8949.5
ZNF37A	207	6	213	8949.5
ZNF711	153	60	213	8949.5
ZSCAN22	190	23	213	8949.5
AC010487.3	198	14	212	8912.5
